name,capacity_mw,latitude,longitude,primary_fuel
Rosehill Wind Turbines,2.4,56.0550,-3.8281,Wind
Roskrow Barton,1.7,50.1773,-5.1316,Wind
Roskrow Farm,8.9,50.1808,-5.1326,Solar
Rossendale Power,1.6,53.6842,-2.2947,Waste
Rotherdale Farm,5.0,52.1525,-2.0465,Solar
Rotherdale Farm - extension,9.0,52.1536,-2.0341,Solar
Rothes,51.0,57.5373,-3.3630,Wind
Rothes 2,41.4,57.5373,-3.3630,Wind
Rothes Bio-Plant,8.3,57.5264,-3.2078,Biomass
Rothiesholm,2.7,59.0973,-2.6601,Wind
Roughside Hill,30.0,55.7046,-3.0677,Wind
Roundponds Farm Solar Park,13.5,51.3801,-2.1627,Solar
Roves Farm (Solar) - resubmission,12.7,51.5978,-1.6983,Solar
Rowles Farm solar park,13.0,51.8441,-1.2258,Solar
Rowley,1.9,53.7955,-2.2215,Waste
Roxby Gas to Energy,8.5,53.6416,-0.6250,Waste
Roxwell Landfill Scheme,1.3,51.7631,0.4055,Waste
Royd Moor,6.5,53.5322,-1.6696,Wind
Royston Solar Farm (Phase 1) (a),5.0,52.0650,-0.0223,Solar
Ruabon,2.1,52.9977,-3.0444,Waste
Rudbaxton Solar Park,10.8,51.8501,-4.9524,Solar
Rudge Hill Farm,1.01886,50.9129,-2.3126,Solar
Rufford Lane,2.6,53.1881,-1.0072,Solar
Runcorn EfW,81.0,53.3257,-2.7524,Waste
Runfold Landfill,1.2,51.2184,-0.7628,Waste
Rushmoor Lane Farm (Cheshire Coppice),5.0,52.7272,-2.5528,Solar
Rusholme,24.0,53.7303,-0.9480,Wind
Ryder Point Quarry Wind Turbines,5.0,53.0916,-1.6214,Wind
Rydon Farm,12.0,50.5068,-3.6353,Solar
Rye House,715.0,51.7626,0.0094,Gas
Rye Meads Sewerage Treatment Works,2.3,51.7749,0.0171,Biomass
Ryston Estate Solar Park,4.8,52.5944,0.3953,Solar
SAICA Paper Mill,41.6,53.4251,-2.4195,Biomass
SAUNDERCROFT SOLAR FARM,7.0,50.7650,-3.3985,Solar
SELCHP ERF,32.0,51.4846,-0.0454,Cogeneration
SPD 2 Hall Farm,14.9147,52.4976,1.3092,Solar
SPD 3 Grange Farm,9.49544,53.1440,-0.1605,Solar
SPD 4 Gelliwern,6.24,51.7000,-3.9928,Solar
STRETE FARM SOLAR FARM,4.8,50.7459,-3.3587,Solar
Safeguard Bradwall,4.997475,53.1589,-2.3824,Solar
Safran Landing Systems Service,3.6,51.8978,-2.1717,Biomass
Salcey Farm,5.46156,52.1466,-0.7565,Solar
Salford Lodge,5.0,52.1567,-1.9314,Solar
Salford Refuse Treatment Plant (AD),2.0,53.4953,-2.2873,Biomass
Salford Road,1.6,53.5799,-2.4269,Solar
Salford Road Solar Farm (resubmission),2.2,53.2189,-1.9150,Solar
Salhouse Solar Farm,5.0,52.6887,1.4000,Solar
Salt Ayre,4.0,54.0556,-2.8340,Waste
Saltend,1200.0,53.7350,-0.2432,Gas
Saltend Wind Turbine,1.3,53.7444,-0.2365,Wind
Sancton Hill Wind Farm,10.384,53.8451,-0.6099,Wind
Sandbach,56.0,53.1623,-2.4037,Gas
Sandhill Anaerobic Digestion Plant (Waste AD),2.0,53.9920,-0.4985,Biomass
Sandhill Solar Park,2.0,51.0605,-3.1973,Solar
Sands Farm Quarry Landfill Site,3.5,51.4389,-1.9784,Waste
Sandy Lane Generation Plant,2.0,52.3838,-2.0719,Waste
Sandy Lane Landfill Scheme,2.3,51.5038,0.2434,Waste
Sandys Moor,2.9,51.0385,-3.3063,Solar
Sanquhar Community Windfarm,32.4,55.3442,-4.0466,Wind
Saron,6.33258,51.7953,-4.0184,Solar
Sawmills Solar Farm,6.5,50.5921,-3.5337,Solar
Saxley Farm,5.0,51.1610,-1.5363,Solar
Says Court,19.807,51.5336,-2.4494,Solar
School Aycliffe,5.0,54.6077,-1.5968,Solar
Scorton,1.0,54.3993,-1.6087,Waste
Scottow,40.3,52.7560,1.3530,Solar
Scottow East2,15.0,52.7550,1.3630,Solar
Scottow W II,17.2,52.7560,1.3530,Solar
Scottow West,20.0,52.7560,1.3530,Solar
Scout Moor,65.0,53.6690,-2.2679,Wind
Scouthead Power Plant,2.9,53.5551,-2.0392,Waste
Screggagh,20.0,54.4624,-7.3329,Wind
Screwfix Direct,2.5,52.9752,-2.1710,Solar
Scroby Sands,60.0,52.6439,1.7889,Wind
SeaGen Tidal Farm,1.2,54.3518,-5.5390,Wave and Tidal
Seabank 1,812.0,51.5392,-2.6700,Gas
Seabank 2,410.0,51.5392,-2.6700,Gas
Seaforth,3.0,53.4652,-3.0393,Wind
Seamer Carr,1.3,54.2269,-0.4169,Waste
Seamer Wind Farm - Hambleton,4.0,54.4959,-1.2624,Wind
Seamer Windfarm - Stockton on Tees,6.0,54.4942,-1.2585,Wind
Seaton Road Solar Farm,4.0,52.5853,-0.7090,Solar
Seaview Farm,1.7,51.4955,-3.6958,Solar
Sedbury Park,5.0,51.6390,-2.6551,Solar
Seegronan,13.8,54.6333,-6.3000,Wind
Sefter Farm AD Plant (Farm AD),1.0,50.7890,-0.7373,Biomass
Seghill Village Waste Disposal Site phase 1 and 2,4.1,55.0623,-1.5350,Waste
Sesswick A,4.0,53.0318,-2.9146,Solar
Severn Power,850.0,51.5475,-2.9750,Gas
Severn Road Solar Park,1.8,51.5325,-2.6689,Solar
Severn Trent STW,2.5,52.6980,-1.1179,Wind
Severn Trent Water - Stoke Bardolph Wind Turbine,1.5,52.9758,-1.0440,Wind
Severnside Energy Recovery Centre,32.0,51.5406,-2.6553,Waste
Sevor Farm,9.3,51.5923,-1.7161,Solar
Shacks Barn Solar Farm,5.0,52.1021,-1.0049,Solar
Shakespeare Farm Landfill Site,1.0,51.4638,0.6115,Waste
Shantavny Scotch,16.1,54.4766,-7.0900,Wind
Sharland Farm,2.8,50.8418,-3.7608,Solar
Sharpness Docks,2.0,51.7237,-2.4829,Wind
Shearman Field,1.9,54.6099,-3.5080,Waste
Sheepbridge Court Farm,8.0,51.3895,-0.9610,Solar
Sheffield ERF,19.3,53.3867,-1.4482,Waste
Shelford Generation Plant II,8.0,51.2994,1.0999,Waste
Shelford Landfill Scheme,1.9,51.2981,1.0999,Waste
Shelswell,5.06331,51.9740,-1.1160,Solar
Shepham Lane (Resubmission),7.5,50.8295,0.2709,Wind
Sherburn,5.0,54.1793,-0.5250,Solar
Sheriffhales,5.0,52.7067,-2.3689,Solar
Sheringham Shoal BMU 1 & 2,316.0,53.1353,1.1479,Wind
Shielburn Farm,6.9,57.4998,-2.5420,Wind
Shin,18.6,57.9333,-4.4000,Hydro
Shipton Bellinger - Park House Corner Solar Farm,5.4,51.1947,-1.6660,Solar
Shoals Hook Farm,12.1,51.8135,-4.9417,Solar
Shooters,2.0,51.2544,-2.5834,Wind
Shooters Bottom Solar Park,7.0,51.2588,-2.5864,Solar
Shoreham,420.0,50.8292,-0.2311,Gas
Short Hazel Solar Farm,5.0,52.7755,-1.5111,Solar
Shortheath Solar Park,5.0,52.7305,-1.5524,Solar
Shotwick,72.209,53.2409,-3.0227,Solar
Shroton,4.0,50.9243,-2.2124,Solar
Sibelco Brassington,2.3,53.0909,-1.6284,Wind
Siddick Wind Farm,4.2,54.6741,-3.5430,Wind
Sidegate Lane,2.4,52.3231,-0.6560,Waste
Sidegate Lane Landfill Site,1.3,52.3232,-0.6589,Waste
Silent Valley Landfill Scheme,2.7,51.7557,-3.1821,Waste
Sinfin Lane,7.5,52.8930,-1.4795,Biomass
Singleton Birch (Farm AD),1.5,53.5909,-0.3571,Biomass
Sisters,8.4,55.2499,-1.6182,Wind
Site To North East Of  Lochcraigs Farm,5.0,55.6575,-4.7432,Solar
Six Hills Solar Farm,18.7,52.7806,-1.0262,Solar
Sixpenny Wood,20.5,53.7380,-0.8114,Wind
Sizewell B,1198.0,52.2145,1.6206,Nuclear
Skeddoway Farm Wind Turbine,1.5,56.1665,-3.1593,Wind
Skeddoway Farm Wind Turbine (Resubmission),1.5,56.1665,-3.1593,Wind
Skegness,10.684,53.1480,0.2348,Solar
Skegness Solar Park,4.9,53.1551,0.2965,Solar
Skelbrooke Landfill Gas Project,2.1,53.5994,-1.2308,Waste
Skelmonae Wind Farm,3.2,57.4208,-2.1898,Wind
Skelton Grange Landfill,5.2,53.7705,-1.4462,Waste
Skibeden,2.0,53.9705,-1.9810,Waste
Skylark,4.93885,52.2012,-0.0735,Solar
Slaughtergate Farm,1.8,51.0459,-2.3119,Solar
Sleaford Renewable Energy Plant,40.0,52.9990,-0.3827,Biomass
Slieve Divena,30.0,54.5086,-7.1064,Wind
Slieve Divena Phase 2 Wind Farm,18.8,54.5086,-7.1064,Wind
Slieve Kirk,73.6,54.9203,-7.2889,Wind
Slieve Rushen Extension,54.0,54.1903,-7.6284,Wind
Slieve Rushen Phase 1 Wind Farm,5.0,54.1903,-7.6284,Wind
Slieveglass,6.9,54.6355,-7.5692,Wind
Slough,35.0,51.5095,-0.5954,Cogeneration
Slough Sewage Treatment Works,1.2,51.5067,-0.6376,Waste
Sloy,152.5,56.2512,-4.7117,Hydro
Smith Hall Farm Solar Park,5.0,53.0124,-1.6025,Solar
Snarlton Farm (Melksham solar farm),49.6,51.3734,-2.0897,Solar
Snetterton Biomass Plant,44.2,52.4791,0.9544,Biomass
Snettisham Solar Farm,2.7,52.8680,0.9202,Solar
Sober Hill,12.3,53.8349,-0.5967,Wind
Solar Farm at Fields Farm (Phase 1),5.0,52.2449,-1.4102,Solar
Solar farm at land at The Willows  Uttoxeter,6.4,52.8960,-1.8403,Solar
Solutia,5.0,51.5666,-2.9626,Wind
Somersal Mill Farm,2.6,52.9160,-1.7946,Solar
Somerton,1.8,52.7099,1.6545,Wind
Somerton Door Farm,8.7,51.0673,-2.7573,Solar
Soothills Landfill,1.0,53.7180,-1.5999,Waste
South Antrim Solar Park - Phase 1,6.5,54.6943,-6.2341,Solar
South Cathkin Landfill Site,7.4,55.7912,-4.1946,Waste
South Creake,26.001155,52.8619,0.7713,Solar
South Humber Bank,1310.0,53.6008,-0.1446,Gas
South Kirkby Business Park (Waste AD),6.0,53.6027,-1.3407,Biomass
South Lees Farm,11.0,51.4017,0.8064,Solar
South Manchester Resource Recovery Centre (AD),2.0,53.3944,-2.2461,Biomass
South Newton Farm,11.3,50.7355,-2.0976,Solar
South Sharpley Wind Farm,6.2304,54.8404,-1.4022,Wind
South View Farm,2.0,54.2703,-0.7586,Biomass
South of Henley Hall,5.0,52.3809,-2.6753,Solar
Southbrook Solar Farm,5.0,51.5873,-2.7227,Solar
Southcombe Farm,1.2,50.8861,-4.2151,Solar
Southdown Quarry,1.5,50.3562,-4.2020,Solar
Southern Counties Shooting Ground Phase 1 (resubmission),9.0,50.8212,-2.5557,Solar
Southern Counties Shooting Ground Phase 2 (resubmission),5.0,50.8220,-2.5562,Solar
Southern Law,5.2,54.7222,-1.4349,Wind
Southfield Solar Park,9.7614,51.0141,-2.6086,Solar
Southill Solar (resubmission),4.5,51.8588,-1.4750,Solar
Southleigh Landfill,3.5,50.8678,-0.9526,Waste
Southrigg,1.5,55.8711,-3.7295,Wind
Southwick Estate,48.0,50.8844,-1.0813,Solar
Sowerby Lodge Farm,5.0,54.1389,-3.2399,Solar
Spalding,880.0,52.7730,-0.1441,Gas
Spaldington,11.75,53.7952,-0.7998,Wind
Speyside Biomass CHP Plant,12.5,57.4947,-3.2089,Biomass
Spicer Hill Wind Farm,6.9,53.5368,-1.6922,Wind
Spittleborough Farm,12.0,51.5464,-1.8814,Solar
Spriggs Farm,12.0,51.9671,0.3686,Solar
Spring Farm (biomass),1.0,52.7013,1.1950,Biomass
Springfield Farm,1.4,51.5824,-0.5575,Waste
Springhill Solar Park (Northwick),5.0,52.0188,-1.8025,Solar
Spurness Extension,10.0,59.1893,-2.6925,Wind
Squabb Wood,1.0,50.9919,-1.5241,Waste
Sron Mor,4.0,57.0569,-4.2300,Hydro
Srondoire Community Wind Farm,6.0,55.9341,-5.4805,Wind
St Breock,10.261,50.4956,-4.8213,Wind
St Columb Major Solar Farm,7.0,50.4229,-4.9278,Solar
St Day II,2.0,50.2375,-5.1606,Waste
St Fergus Moss Wind Farm,6.0,57.5720,-1.9111,Wind
St Francis,4.32531,50.8749,0.4534,Solar
St Helen's Lane,5.0,54.6741,-3.5263,Solar
St John Hill,7.7,56.8935,-2.2724,Wind
St John's Well,2.4,57.4266,-2.3252,Wind
St Johns Wells Wind Cluster Extension,3.2,57.4182,-2.3353,Wind
St Nicholas Court Farm (AD) - resubmission,1.2,51.3561,1.2440,Biomass
St. Johns Hill,25.0,56.8886,-2.2724,Wind
Stables,1.966,50.6971,-1.4220,Solar
Stags Holt,20.0,52.5698,0.1233,Wind
Stags Holt Extension,2.0,52.5698,0.1233,Wind
Staining Wood Farm,4.9,53.7805,-2.9599,Solar
Standen Heath,1.5,50.6915,-1.3595,Waste
Standford Hill,4.6,51.3950,0.8509,Wind
Stangate Landfill Site,4.5,51.2833,0.2972,Waste
Stanton solar park,5.0,51.6183,-1.7514,Solar
Stantway Solar Farm,5.0,51.8212,-2.3998,Solar
Staples Anaerobic Digestion CHP Plant (Waste AD),1.4,53.0346,0.0312,Biomass
Station Farm Landfill Scheme,2.0,52.3085,-0.2266,Waste
Station Works AD,1.0,51.9485,0.3275,Biomass
Staveley Power,2.1,53.2739,-1.3612,Waste
Staythorpe C,1772.0,53.0730,-0.8585,Gas
Steven's Croft,50.0,55.1524,-3.3809,Cogeneration
Steventon,10.03917,51.6334,-1.3613,Solar
Stob House Farm,4.9,54.6333,-1.2958,Solar
Stoke Bardolph energy crop (Farm AD),2.0,52.9759,-1.0396,Biomass
Stoke-on-Trent EfW,14.2,52.9887,-2.1832,Waste
Stokes Marsh Farm,16.6,51.3076,-2.0846,Solar
Stone Hill,2.6,50.9201,0.2268,Solar
Stonebarrow Farm,8.0,50.7855,-2.9249,Solar
Stonebyres,6.0,55.6667,-3.8500,Hydro
Stonepit Farm,5.0,52.1339,-0.8471,Solar
Stoneshill Farm (resubmission),5.0,50.8783,-3.3846,Solar
Stoneyhill Landfill Site,4.3,57.4590,-1.8724,Waste
Stonish Hill Re-submission (Bilsthorpe),10.3,53.1511,-1.0146,Wind
Stormy Down (Waste AD),3.0,51.5072,-3.6713,Biomass
Stormy Down Solar Farm,3.8,51.5120,-3.6708,Solar
Stornoway,24.0,58.2092,-6.3865,Oil
Storr Lochs,2.4,57.3000,-6.2500,Hydro
Stowbridge Farm,24.0,52.3290,0.2182,Solar
Stowbridge Farm - Extension (Phase 1),10.0,52.3310,0.2258,Solar
Stowbridge Farm - Extension (Phase 2),10.0,52.3336,0.2256,Solar
Stragglethorpe,4.99928,52.9264,-1.0508,Solar
Strath of Brydock,6.9,57.6262,-2.5811,Wind
Strath of Brydock,4.6,57.6262,-2.5811,Wind
Strathy North,67.65,58.4900,-4.0336,Wind
Stratton Hall Solar Park,11.6,52.0088,1.2869,Solar
Strettington Solar Farm,5.0,50.8571,-0.7298,Solar
Stripe,4.98,54.4175,-1.6989,Solar
Striven,8.0,56.0093,-5.1199,Hydro
Stronelairg Wind Farm,228.0,57.1269,-4.5264,Wind
Stroupster,29.9,58.5719,-3.1370,Wind
Stud Farm  Rufford (Farm AD),2.2,53.1583,-1.0285,Biomass
Sudforth Lane (Kellingley Solar Farm),5.0,53.7028,-1.2009,Solar
Summercourt Solar Farm (Glebe Farm),1.1,50.3734,-4.9579,Solar
Summerston Landfill,2.8,55.9174,-4.2737,Waste
Summerway Drove,2.0,51.1227,-2.9657,Solar
Sundon Landfill Site,2.6,51.9435,-0.4913,Waste
Sundorne,18.226,52.7349,-2.7080,Solar
Sunnyside wind cluster,1.0,55.3790,-3.9489,Wind
Sutton Bridge,819.0,52.7579,0.1923,Gas
Sutton Courtenay Landfill Scheme,5.6,51.6317,-1.2674,Waste
Sutton Courtney,6.0,51.6334,-1.2544,Waste
Sutton Grange AD Plant,3.0,53.3631,-0.9601,Biomass
Sutton Landfill Site,3.0,53.1259,-1.2819,Waste
Sutton Mawr Farm,7.5,51.4186,-3.3270,Solar
Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,5.4,51.0133,-2.5647,Solar
Swaffham II,1.8,52.6577,0.7007,Wind
Swancote Farm,1.2,52.5427,-2.3814,Biomass
Swancote Farm AD (Farm AD),2.2,52.5428,-2.3818,Biomass
Swindon Sewerage Treatment Works,1.2,51.5679,-1.8085,Biomass
Swinford,22.0,52.4119,-1.1663,Wind
Sycamore Farm,20.0,50.9924,0.8763,Solar
Symonds Farm Power Ltd (Farm AD),1.4,52.2572,0.6371,Biomass
Sytchwythy Fields,1.4,52.1008,-1.9146,Solar
Sywell (England),4.99928,52.3033,-0.7775,Solar
Taff Ely,9.0,51.5694,-3.4648,Wind
Tallentire,12.0,54.7069,-3.3595,Wind
Tangy,18.7,55.4953,-5.6666,Wind
Tangy Wind Farm Extension/Tangy 2,6.0,55.4786,-5.5305,Wind
Taplins Farm solar park,5.9,51.2885,-0.8835,Solar
Tappaghan Extension,9.0,54.5471,-7.6956,Wind
Tappaghan Wind Farm,28.5,54.5471,-7.6956,Wind
Tarbothill Landfill Site,2.2,57.2122,-2.0745,Waste
Taunton Racecourse,1.5,50.9942,-3.0874,Solar
Tavells Lane Solar Farm,5.3,50.8941,-1.4585,Solar
Taylor's Lane GT,144.0,51.5459,-0.2575,Gas
Tedder Hill,7.5,53.7523,-0.0265,Wind
Teeside Green Energy Plant (Waste AD),4.8,54.5815,-1.2469,Biomass
Teesside,62.0,54.6453,-1.0955,Wind
Teesside EfW,19.2,54.5969,-1.2583,Waste
Teesside EfW (extension),10.0,54.5969,-1.2583,Waste
Teiges,11.0,54.3031,-7.3985,Wind
Temple Normanton (England),4.89398,53.2071,-1.3724,Solar
Templeborough Biomass Power Plant- Rotherham,42.0,53.4226,-1.3734,Biomass
Tengore Lane - resubmission,3.0,51.0428,-2.7920,Solar
Testwood Water Supply Works,1.9,50.9325,-1.4979,Solar
Teyrdan,9.3,53.2680,-3.6860,Solar
Thame solar farm,4.3,51.7478,-0.9348,Solar
Thameside DC,1.0,51.4924,0.0270,Solar
Thanet,300.0,51.4299,1.6334,Wind
Thatcham,8.7,51.4037,-1.2605,Oil
The Breck,5.0,53.2813,-1.3619,Solar
The Elms,10.4,52.2142,-1.4455,Solar
The Fall of Warness Tidal Scheme  (EMEC),4.0,59.1399,-2.8057,Wave and Tidal
The Flit,10.5,51.8046,-1.2940,Solar
The Grange,8.0,51.3720,-2.8763,Solar
The Haven,1.2,52.1290,-2.3184,Wind
The Kickles,5.0,52.0962,-0.7429,Solar
The Limes Wind Turbines,1.7,53.7518,-0.2348,Wind
The Manor of Cadland Estate,5.0,50.8051,-1.3603,Solar
The Michelin Tyre Factory - Ballymena,4.6,54.8728,-6.1986,Wind
The Nurseries  Green Tye,1.2,51.8459,0.0918,Biomass
The Old Airfield,5.0,52.6919,1.1039,Solar
The Rosti Factory,2.2,55.7247,-3.9606,Wind
The Sawmill,6.8,52.8404,-1.0338,Biomass
The Stables,1.8,52.5766,-1.4068,Solar
Thetford,41.5,52.4486,0.7253,Biomass
Thompson House Equestrian farm,5.0,53.5976,-2.6840,Solar
Thorfinn Wind Farm - NM1500,1.5,59.1131,-3.1438,Wind
Thorfinn Wind Farm - NM2000,2.3,59.1090,-3.1404,Wind
Thornborough Grounds (England),4.9929,52.0078,-0.9272,Solar
Thorne Colliery,5.0,53.6350,-0.9350,Solar
Thorne Farm,6.2,51.3386,1.3476,Solar
Thornhill,50.0,53.6908,-1.6291,Gas
Thornog Windfarm,9.2,54.6064,-7.5596,Wind
Thornog Windfarm Extension,9.2,54.6064,-7.5596,Wind
Thornton Lane,2.7,52.6843,-1.3142,Solar
Thornton Power Station,9.0,53.8819,-2.9975,Biomass
Thornton Waste Recovery Park (Waste AD),1.9,53.8948,-3.0151,Biomass
Tiddiecross Solar Farm,10.5,52.7035,-2.5747,Solar
Tiers Cross Solar Farm,24.0,51.7491,-5.0407,Solar
Tievenameenta,34.5,54.7050,-7.5910,Wind
Tilbury Green Power,43.0,51.4604,0.3497,Biomass
Tilmanstone Colliery,10.0,51.2098,1.2764,Solar
Tiln Farm Retford (extension),1.7,53.3482,-0.9281,Solar
Tiln Farm solar park,8.0,53.3468,-0.9294,Solar
Tir Mostyn & Foel Goch,21.25,53.1170,-3.4911,Wind
Tiree,3.0,56.4992,-6.8692,Oil
Tirgwynt,24.6,52.6105,-3.4791,Wind
Tod Hill Farm Wind Turbines,12.0,56.0325,-3.8621,Wind
Toddleburn,27.6,55.7686,-2.8774,Wind
Todmorden,12.5,53.7006,-2.1590,Wind
Toggam Farm,12.5,52.4334,0.5009,Solar
Tollgate Farm,4.3,52.2347,-1.5442,Solar
Tom Nan Clach (redesign),39.0,57.3929,-3.8917,Wind
Tonedale Farm,5.0,50.9798,-3.2480,Solar
Tonge Corner Farm,22.0,51.3551,0.7808,Solar
Tongland,33.0,55.0736,-4.1408,Hydro
Tooleys Farm,5.3,51.8850,0.3944,Solar
Tormywheel,30.8,55.8048,-3.6721,Wind
Torness,1185.0,55.9679,-2.4086,Nuclear
Torr Achilty,15.0,57.5540,-4.5984,Hydro
Torrance Farm,9.0,55.8718,-3.7461,Wind
Torrance Farm Wind Park Extension,5.7,55.8766,-3.7452,Wind
Tow Law,2.3,54.7638,-1.8228,Wind
Tower Hayes Farm,5.0,52.6852,-1.3175,Solar
Tower Hill Farm,8.1,51.5973,-2.4724,Solar
Towerbrook Farm (Banwell Solar Farm),7.2,51.3315,-2.8547,Solar
Townlands of Carrickatane,20.7,54.8949,-7.1997,Wind
Toyota Motor Manufacturing Uk - Deeside,3.8,53.2279,-3.0248,Solar
Toyota Solar Farm,4.6,52.8771,-1.5746,Solar
Trackwork Limited (EfW),3.0,53.5779,-1.0685,Waste
Trecatti,7.0,51.7431,-3.2814,Waste
Tredinnick Fields,5.8,50.4067,-4.7582,Solar
Tredown Solar Farm,1.2,50.6102,-4.2707,Solar
Trefinnick,4.40363,50.5423,-4.3492,Solar
Trefullock Solar Farm,5.0,50.3666,-4.9565,Solar
Tregassow Farm - Solar Modules,6.0,50.3069,-5.0152,Solar
Treguff,3.736465,51.4308,-3.4073,Solar
Trehawke Barton (Doddycross) Solar Farm,9.1,50.4359,-4.3788,Solar
Trelow Farm,1.6,50.4899,-4.9298,Solar
Trench Farm,7.2,52.9454,-2.9179,Solar
Trenouth Farm,3.6,50.4944,-4.9620,Solar
Trenoweth Solar Farm,2.5,50.3973,-4.7489,Solar
Trequite,10.988,50.4263,-4.3656,Solar
Treswarrow Solar Park,6.5,50.5679,-4.8498,Solar
Trethosa Farm Solar Park,4.8,50.3557,-4.8988,Solar
Trevemper,1.6999,50.3949,-5.0693,Solar
Triangle Solar Farm Park,10.0,52.3285,0.3173,Solar
Trickey Warren,4.63197,50.9269,-3.1381,Solar
Trident Park,30.0,51.4726,-3.1506,Waste
Trigon Solar Farm,7.0,50.7108,-2.1739,Solar
Trimdon,5.2,54.7204,-1.4426,Wind
Trinity Hall Farm,1.1,51.9188,-0.5656,Biomass
Troughton Farm,30.0,51.9592,-2.1215,Solar
Trowbridge Sewage Treatment Works,1.2,51.3279,-2.2182,Waste
Trowle Common,5.0,51.3265,-2.2331,Solar
Trumps Farm (AD),2.4,51.3820,-0.5722,Biomass
Trumps Farm Landfill Scheme,2.9,51.3853,-0.5730,Waste
Trysglwyn,5.6,53.3748,-4.3465,Wind
Tullo,17.5,56.9639,-2.2108,Wind
Tullo Wind Farm North Extension (Shiels Wind Farm),7.5,56.8440,-2.4101,Wind
Tullo Wind Farm South (Ext.),10.0,56.8274,-2.4049,Wind
Tully Quarry,3.0,54.8371,-6.1986,Biomass
Tullymurdoch Wind Farm,14.4,56.6549,-3.3134,Wind
Tullynaskeagh,5.1,54.3030,-5.6250,Solar
Tummel,34.0,56.7075,-4.0210,Hydro
Tump Solar Farm,5.0,51.6451,-2.6530,Solar
Turncole,17.5,51.6515,0.8678,Wind
Turret water treatment works,1.9,56.3730,-3.8393,Hydro
Turves Solar Farm (Resubmission),5.0,52.5303,-0.0262,Solar
Turves/Burtnhouse Solar Farm extension,4.7,52.5295,-0.0262,Solar
Turweston Solar Farm,16.7,52.0328,-1.1053,Solar
Tween Bridge,44.0,53.6223,-0.9356,Wind
Twemlows,10.0,52.9379,-2.6436,Solar
Twin Elm Solar Farm,1.0,51.3580,-2.7959,Solar
Twin Rivers,28.7,53.6082,-0.9050,Wind
Twin Yards Solar Farm,5.0,53.1188,-1.3214,Solar
Twinwoods Heat & Power CHP,3.4,52.1926,-0.4911,Waste
Tynemouth Energy Storage System (TESS),25.0,55.0260,-1.5031,Storage
Tyrone Energy 1,2.1,54.8521,-7.4065,Biomass
Tyseley ERF,30.0,52.4557,-1.8499,Waste
Tythegston Landfill Site,1.2,51.4964,-3.6566,Waste
UK Solar (Lower Newton) LLP,11.929,52.9473,-2.0203,Solar
Ufton,1.0,52.2477,-1.4434,Waste
Ugley,1.1,51.9341,0.2168,Waste
Uisge Dubh Hydro,2.0,57.3742,-5.3271,Hydro
Ulnes Walton Energy,1.3,53.6767,-2.7675,Waste
United Mines Landfill Scheme,3.0,50.2390,-5.1778,Waste
Upper Ardgrain Wind Farm,2.4,57.4064,-2.0598,Wind
Upper Clayhill,4.7492,50.9159,0.0554,Solar
Upper Farm solar park,12.0,51.1721,-1.0997,Solar
Upper Holton Wind Farm,11.5,52.3665,1.5311,Wind
Upper Huntingford Farm,7.7,51.6436,-2.4065,Solar
Upper Meadowley Farm,10.7,52.5295,-2.4909,Solar
Upper Pant-Ysgawen Farm/Crumlin,4.9,51.6718,-3.1523,Solar
Upper Wheedlemont Farm,1.7,57.3233,-2.8752,Wind
Upper Wick Solar Farm,5.0,51.6668,-2.4082,Solar
Uskmouth Power,230.0,51.5491,-2.9705,Coal
Uskmouth Power Station,18.0,51.5485,-2.9492,Biomass
VENTNOR ROAD SOLAR PARK,4.8,50.6420,-1.2043,Solar
VPI Immingham,1240.0,53.6366,-0.2395,Cogeneration
Vantage Point,1.4,51.8676,-2.4853,Solar
Verwood Solar Farm,20.4,50.8652,-1.8830,Solar
Vine Farm Solar Park,45.0,52.1112,-0.0691,Solar
Vine Street EfW,9.5,53.6565,-1.7775,Waste
Wadlow,26.0,52.1660,0.3160,Wind
Waen Biogas (Waste AD),1.0,53.2632,-3.4263,Biomass
Walkers Wood Solar Park,27.0,53.3124,-0.9997,Solar
Walkway,14.0,54.6636,-1.3969,Wind
Walland Farm,5.0,50.9758,-4.3468,Solar
Wallingford (Waste AD),2.4,51.6140,-1.1122,Biomass
Wally Corner Landfill Site,7.0,51.6574,-1.1619,Solar
Walmoor Farm solar park,4.0,53.3026,-0.9195,Solar
Walney 1,184.0,54.0394,-3.5158,Wind
Walney 2,184.0,54.0807,-3.6090,Wind
Walney 3,660.0,54.0900,-3.7400,Wind
Walnut Yard (Phase 1),1.8,52.7997,-1.3642,Solar
Walpole Landfill,1.6,51.1839,-2.9829,Waste
Walpole Landfill AD (Waste AD),1.6,51.1839,-2.9829,Biomass
Waltham Point Distribution Centre,1.8,51.6794,-0.0088,Solar
Walton,1.78633,51.4041,-0.3977,Solar
Wambrook Farm,4.1,50.8744,-2.9875,Solar
Wandylaw,20.5,55.5196,-1.7642,Wind
Wapsey's Wood,7.5,51.5902,-0.5963,Waste
Wapsey's Wood II Landfill Site,1.0,51.5905,-0.5954,Waste
Wapsey's Wood III,1.0,51.5896,-0.5954,Waste
Wardlaw Wood,18.0,55.7225,-4.7895,Wind
Waresley Landfill Site,1.6,52.3344,-2.2153,Waste
Warleigh Barton Solar Farm,5.0,50.4344,-4.1618,Solar
