name,capacity_mw,latitude,longitude,primary_fuel
Warren Quarry Landfill Gas Scheme,1.9,52.5978,-1.2086,Waste
Warrington Home Solar Scheme,5.3,53.3873,-2.6029,Solar
Watchfield Lawn,10.2,51.2253,-2.9446,Solar
Water Eaton Farm / Port Farm,34.8,51.6433,-1.8178,Solar
Waterditch Solar Farm,18.0,50.7592,-1.7518,Solar
Waterloo solar park,14.6,52.1493,-0.2563,Solar
Watford Lodge,12.5,52.3265,-1.1069,Wind
Wathegar 2 Wind Farm,18.5,58.4352,-3.2159,Wind
Wathegar wind farm,10.0,58.4393,-3.2257,Wind
Watnall,17.0,53.0164,-1.2319,Solar
Waverley Wood II,2.4,52.3395,-1.4716,Waste
Wear Point,8.2,51.7021,-4.9965,Wind
Weddington Farm,2.1,52.2176,-1.4083,Solar
Wedgehill Farm,13.0,50.8613,-1.9008,Solar
Week Farm Solar Park,3.3,50.9517,-4.1195,Solar
Welbeck,11.2608,53.2406,-1.1080,Solar
Welbeck Colliery,9.6,53.2239,-1.1377,Solar
Weldon Phase 1 and 2,4.0,52.4866,-0.6422,Waste
Wellingborough Solar Farm,8.5316,52.2816,-0.6938,Solar
Welton Of Creuchies,9.2,56.6370,-3.2794,Wind
Wern Ddu Wind Farm,9.2,53.0255,-3.4059,Wind
West Bradley,1.029,50.9163,-3.5707,Solar
West Browncastle,30.0,55.6590,-4.2091,Wind
West Burton,2012.0,53.3604,-0.8102,Coal
West Burton CCGT,1332.0,53.3631,-0.7976,Gas
West Burton GT,40.0,53.3631,-0.7976,Gas
West Carclaze Solar Farm,6.5,50.3629,-4.7862,Solar
West Ditchen Farm (resubmission),5.0,50.7238,-4.4054,Solar
West Durham Wind Farm,24.0,54.7638,-1.8150,Wind
West Farm,7.63,51.6987,-4.9012,Solar
West Hall Solar Farm,7.0,51.3949,-3.4049,Solar
West Hill  Flotta,2.0,58.8270,-3.1231,Wind
West Hill Farm,2.4,51.1504,-4.1312,Solar
West Hill Farm (solar),7.3,51.1461,-4.1377,Solar
West Kingsmill Farm Solar Park,1.6,50.4414,-4.2430,Solar
West Knock Wind Cluster,2.4,57.4938,-2.0268,Wind
West Mill,2.5,51.8836,0.2417,Waste
West Quarry,4.5,53.5817,-2.7235,Waste
West Raynham,49.9,52.7905,0.7448,Solar
West Roucan Farm,1.2,55.0951,-3.5336,Biomass
West Strathore Solar Limited,5.0,56.1648,-3.1510,Solar
West Venn Solar Farm (resubmission),5.0,50.7544,-4.2994,Solar
West Woodlands,5.0,51.1948,-2.3184,Solar
West of Duddon Sands,389.0,53.9851,-3.4620,Wind
West of Rhiwfelin Fach Farm,1.5,51.5589,-3.3914,Wind
Westbury (Closed) Landfill Site,3.5,51.2730,-2.1608,Solar
Westbury Landfill Scheme,1.1,51.2724,-2.1705,Waste
Westcott Venture Park,2.0,51.8499,-0.9785,Biomass
Westcott Venture Park Phase 2 & 3,1.3,51.8454,-0.9557,Solar
Westerfield Farm - resubmission,12.5,51.7854,-1.6082,Solar
Westermost Rough,210.0,53.0977,0.5615,Wind
Western International Market,1.7,51.4960,-0.4081,Solar
Western Wood Energy Plant,14.0,51.5675,-3.7626,Biomass
Westfield,9.8,56.1431,-3.2569,Wind
Westfield Biomass Power Station,12.5,56.1417,-3.3051,Biomass
Westfield Farm,5.0,53.8726,-2.7654,Solar
Westmill Farm - PV,5.0,51.6188,-1.6440,Solar
Westmill Qaurry,2.6,51.8222,-0.0574,Waste
Westmill Wind Farm,6.5,51.6158,-1.6661,Wind
Westnewton,6.2,54.7795,-3.3463,Wind
Weston Airfield Wind Turbines,3.6,52.6953,1.0915,Wind
Weston Landfill Site,2.0,52.2244,-1.0194,Waste
Westover Farm - resubmission,7.0,51.1621,-1.5062,Solar
Westwood,9.181,53.2228,-0.9266,Solar
Westwood AD Plant (Farm AD),2.0,52.2622,-0.5634,Biomass
Wether Hill,18.2,55.2231,-4.0452,Wind
Weycock Road,7.0,51.4178,-3.3075,Solar
Wharrels Hill Wind Farm,10.4,54.7231,-3.2746,Wind
Wheal Alfred Road Solar Farm,3.5,50.1769,-5.3872,Solar
Wheal Jane,1.42,50.2376,-5.1228,Solar
Wheat Leasows Solar Park,4.0,52.7207,-2.4863,Solar
Whiddon Farm,1.0,50.7524,-4.2773,Solar
Whinney Hill II Energy,1.8,53.7703,-2.3656,Waste
Whinney Hill Waste Disposal Site,1.2,53.7685,-2.3717,Waste
Whitchurch,6.52,51.2799,-2.5256,Solar
Whitehead Landfill,5.3,53.4918,-2.4491,Waste
Whitelee,322.0,55.6812,-4.2791,Wind
Whitelee 2,217.02,55.6772,-4.2868,Wind
Whitelee Windfarm Extension phase 2,109.0,55.6394,-4.3176,Wind
Whitemill Wind Farm,14.0,52.5926,0.1406,Wind
Whitemoor,18.0,53.8146,-0.9922,Biomass
Whiteparish,1.1,51.0195,-1.6949,Waste
Whites Landfill Site (Canford),6.0,50.7681,-1.9588,Waste
Whiteside Hill,25.3,55.3574,-4.0294,Wind
Whitley (Ashcott Farm) Solar Park,7.5702,51.1303,-2.7953,Solar
Whitley Farm (2 of 2),3.5,51.1285,-2.7844,Solar
Whitman Laboratories,1.0,51.0060,-0.9515,Solar
Whittlesey,9.0,52.5580,-0.1719,Wind
Whitton Mawr,6.0,51.4413,-3.3240,Solar
Wick Farm (Burnham on Crouch),5.0,51.6272,0.8430,Solar
Wick Farm Solar Park,14.6,51.2871,-2.9813,Solar
Wick Lane Solar Ltd,2.8,51.2698,-2.9624,Solar
Wickfield Farm,5.0,51.5415,-1.8708,Solar
Widehurst Farm,5.0,51.1593,0.5089,Solar
Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,20.0,53.3546,-2.7513,Biomass
Wiggin Hill Solar Farm - Phase 1,6.8,52.3557,-0.0774,Solar
Wiggin Hill Solar Farm - Phase 2,4.1,52.3560,-0.0785,Solar
Wigley Farm,1.1,52.3867,-2.6987,Biomass
Wilbees Farm (resubmission),5.0,50.8404,0.1907,Solar
Wilburton,4.99,52.3449,0.1662,Solar
Willand AD,2.0,50.8923,-3.3801,Biomass
Willersey solar farm,1.0,52.0545,-1.8476,Storage
William's Farm,4.20464,53.0290,-2.9213,Solar
Willsland Solar farm,3.2,50.8166,-4.1300,Solar
Wilmingham Lane Solar Farm,7.0,50.6872,-1.4855,Solar
Wilnecote Landfill Site,1.0,52.6019,-1.6840,Waste
Wilsom Farm,11.0,51.1424,-0.9501,Solar
Wilton,9.484,50.4016,-4.3787,Solar
Wilton 10,38.0,54.5674,-1.0967,Biomass
Wilton 11 EfW,49.0,54.5674,-1.0967,Waste
Wind Farm Africa Alive,4.1,52.4148,1.7028,Wind
Wind Turbine 1,2.3,54.6879,-6.0196,Wind
Windy Standard,21.6,55.2971,-4.1829,Wind
Windy Standard II Wind Farm (Brockloch Rig Phase 1),61.5,55.2922,-4.2031,Wind
Windyhill Road (Dunbeg) Wind Farm,42.0,55.0804,-6.8886,Wind
Wingates,15.0,55.2753,-1.7964,Wind
Wingmoor Farm (Waste AD),1.6,51.9461,-2.0833,Biomass
Winham Farm - resubmission,5.0,50.8245,-3.3974,Solar
Winnard's Perch,3.5,50.4626,-4.9260,Solar
Winnards Perch Solar Farm,3.8,50.4624,-4.9199,Solar
Winscales Moor,6.0,54.6423,-3.4968,Wind
Winsdon Farm,5.0,50.6980,-4.4494,Solar
Winterbrook,1.2,51.5868,-1.1314,Solar
Winterton Landfill Site,3.8,53.6694,-0.6181,Waste
Winwick,12.3,52.3657,-1.0622,Wind
Wisbech Solar Park,3.40472,52.6379,0.1621,Solar
Wisbridge Farm,9.3,52.0080,-0.0134,Solar
Witches Solar Farm,5.0,51.9733,-2.6747,Solar
Withernwick,18.0,53.8457,-0.1726,Wind
Withernwick extension,8.2,53.8590,-0.1656,Wind
Withnell LFS,2.3,53.7113,-2.5486,Waste
Withyhedge Generation Plant,2.4,51.8577,-4.9522,Waste
Wix Lodge,18.7,51.9128,1.1241,Solar
Woden Park,4.992,51.4679,-3.2432,Solar
Wogaston Solar Farm,5.3,51.6685,-5.0209,Solar
Wolf Bog,10.0,54.8043,-6.0806,Wind
Wolseley National Distribution Centre,2.0,52.2736,-1.5357,Solar
Wolverhampton EfW,8.0,52.5969,-2.1250,Waste
Woodforde Farm,9.0,52.6980,1.0900,Solar
Woodhouse Fields Farm,5.0,52.9491,-1.8698,Solar
Woodlands Barton Solar Farm,4.9,50.4239,-4.8051,Solar
Woodlands Barton Wind Project,4.6,50.4253,-4.8141,Wind
Woodlands Farm Solar Park,10.0,51.3252,1.1240,Solar
Woodlands Wind Farm,2.6,55.6333,-3.9105,Wind
Woodtown,2.719,50.7762,-1.8718,Solar
Woolbridge Solar Park,5.0,50.6886,-2.2235,Solar
Woolley Hill,10.0,52.3398,-0.3080,Wind
Wooton,2.0,52.1925,-0.8881,Waste
Workington (Eastman),4.0,54.6712,-3.5401,Wind
Worksopp,2.0,53.2998,-1.0757,Wind
Worleston,3.7,53.1088,-2.5033,Solar
Wormit Solar Farm,4.0,56.4157,-2.9627,Solar
Worsted Farm,5.0,51.1245,0.0155,Solar
Wothersome Grange Farm House AD - crops,1.0,53.8770,-1.3939,Biomass
Wraysbury Landfill,4.8,51.4478,-0.5433,Solar
Wrexham Social Housing PV,5.4,53.0409,-2.9899,Solar
Wroughton Airfield Solar Park,50.0,51.5104,-1.8124,Solar
Wryde Croft,26.0,52.6422,-0.0323,Wind
Wyke Farms Biogas (Farm AD),1.0,51.1117,-2.4819,Biomass
Wyld Meadow Solar Park,4.8384,50.7792,-2.9354,Solar
Wymeswold Airfield,34.0,52.8033,-1.1116,Solar
Wythegill,1.5,54.6741,-3.5231,Wind
Yarburgh,8.0861,53.4075,0.0188,Solar
Yardwall Manor,3.0,51.2217,-2.9116,Solar
Yelvertoft,16.4,52.3748,-1.1511,Wind
Yerbeston Gate Farm,6.1,51.7473,-4.7945,Solar
Yonderton Farm,1.0,57.4308,-1.9419,Wind
Yonderton Wind Cluster,4.6,57.5870,-2.4166,Wind
Yorkley Solar Park,5.0,51.7459,-2.5356,Solar
Ystgellog Farm Wind Farm,4.6,53.3938,-4.4003,Wind
